submission_id	submission_date	host	tester	arch	product	release	related	status	comment	rpm_config_id	hwinfo_id	type	ref	testsuite↓	tcf_id
11991	2016-03-29 03:45:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8611	prod		bonnie++_async_ext3	12152
11938	2016-03-28 23:45:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8596	prod		bonnie++_async_ext3	12099
11934	2016-03-28 22:41:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8592	prod		bonnie++_async_ext3	12095
11928	2016-03-28 21:38:29	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8588	prod		bonnie++_async_ext3	12089
12003	2016-03-29 04:44:07	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8616	prod		bonnie++_async_ext4	12164
11978	2016-03-29 02:40:41	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8607	prod		bonnie++_async_ext4	12139
11964	2016-03-29 01:41:57	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8604	prod		bonnie++_async_ext4	12125
11949	2016-03-29 00:43:54	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8599	prod		bonnie++_async_ext4	12110
12089	2016-03-29 12:06:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8646	prod		bonnie++_fsync_ext3	12250
12041	2016-03-29 07:58:34	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8629	prod		bonnie++_fsync_ext3	12202
12031	2016-03-29 06:53:57	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8626	prod		bonnie++_fsync_ext3	12192
12016	2016-03-29 05:49:34	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8620	prod		bonnie++_fsync_ext3	12177
12106	2016-03-29 13:07:55	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8653	prod		bonnie++_fsync_ext4	12267
12077	2016-03-29 11:01:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8642	prod		bonnie++_fsync_ext4	12238
12065	2016-03-29 10:00:15	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8639	prod		bonnie++_fsync_ext4	12226
12049	2016-03-29 08:59:30	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1310	8633	prod		bonnie++_fsync_ext4	12210
12255	2016-03-30 05:42:05	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8741	prod		dbench4_async_ext3	12416
12245	2016-03-30 04:10:33	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8732	prod		dbench4_async_ext3	12406
12235	2016-03-30 02:36:11	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8724	prod		dbench4_async_ext3	12396
12187	2016-03-29 20:28:20	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8693	prod		dbench4_async_ext3	12348
12175	2016-03-29 18:54:54	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8686	prod		dbench4_async_ext3	12336
12159	2016-03-29 17:21:11	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8678	prod		dbench4_async_ext3	12320
12293	2016-03-30 10:16:51	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8779	prod		dbench4_async_ext4	12454
12277	2016-03-30 08:45:08	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8763	prod		dbench4_async_ext4	12438
12267	2016-03-30 07:13:28	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8753	prod		dbench4_async_ext4	12428
12222	2016-03-30 01:02:59	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8717	prod		dbench4_async_ext4	12383
12213	2016-03-29 23:31:26	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8711	prod		dbench4_async_ext4	12374
12198	2016-03-29 21:59:59	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1315	8700	prod		dbench4_async_ext4	12359
12935	2016-04-01 07:28:35	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1352	9035	prod		dbench4_fsync_ext3	13096
12904	2016-04-01 05:57:00	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1352	9016	prod		dbench4_fsync_ext3	13065
12862	2016-04-01 04:25:06	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1352	9002	prod		dbench4_fsync_ext3	13023
12719	2016-03-31 22:18:20	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1320	8986	prod		dbench4_fsync_ext3	12880
12699	2016-03-31 20:46:28	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1320	8975	prod		dbench4_fsync_ext3	12860
12679	2016-03-31 19:14:35	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1320	8970	prod		dbench4_fsync_ext3	12840
12982	2016-04-01 12:02:57	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1352	9065	prod		dbench4_fsync_ext4	13143
12968	2016-04-01 10:31:03	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1352	9056	prod		dbench4_fsync_ext4	13129
12950	2016-04-01 08:59:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1352	9045	prod		dbench4_fsync_ext4	13111
12825	2016-04-01 02:53:23	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1352	8999	prod		dbench4_fsync_ext4	12986
12788	2016-04-01 01:21:36	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1320	8996	prod		dbench4_fsync_ext4	12949
12749	2016-03-31 23:50:03	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1320	8994	prod		dbench4_fsync_ext4	12910
11504	2016-03-26 15:17:11	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1295	8201	prod		kernbench	11665
11502	2016-03-26 15:01:19	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1295	8198	prod		kernbench	11663
11501	2016-03-26 14:45:33	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1295	8198	prod		kernbench	11662
11499	2016-03-26 14:29:56	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1295	8315	prod		kernbench	11660
11498	2016-03-26 14:13:56	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1295	8201	prod		kernbench	11659
11497	2016-03-26 13:58:12	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1295	8198	prod		kernbench	11658
11285	2016-03-26 00:32:12	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-contextswitch	11446
11263	2016-03-25 23:46:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-contextswitch	11424
11240	2016-03-25 23:03:59	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-contextswitch	11401
11218	2016-03-25 22:21:15	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8203	prod		libmicro-contextswitch	11379
11195	2016-03-25 21:40:01	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-contextswitch	11356
11169	2016-03-25 21:00:08	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-contextswitch	11330
11142	2016-03-25 20:21:48	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8203	prod		libmicro-contextswitch	11303
11120	2016-03-25 19:45:09	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-contextswitch	11281
11104	2016-03-25 19:08:14	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-contextswitch	11265
11090	2016-03-25 18:33:27	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-contextswitch	11251
13086	2016-04-01 21:22:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13247
13080	2016-04-01 21:07:45	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13241
13072	2016-04-01 20:53:33	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13233
13064	2016-04-01 20:39:43	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13225
13058	2016-04-01 20:26:46	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13219
13053	2016-04-01 20:14:23	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13214
13045	2016-04-01 20:02:26	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13206
13040	2016-04-01 19:51:14	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13201
13034	2016-04-01 19:40:30	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13195
13027	2016-04-01 19:30:07	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-file	13188
11287	2016-03-26 00:38:17	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-file	11448
11266	2016-03-25 23:52:46	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-file	11427
11243	2016-03-25 23:09:37	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-file	11404
11220	2016-03-25 22:27:10	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-file	11381
11197	2016-03-25 21:45:52	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-file	11358
11172	2016-03-25 21:05:35	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-file	11333
11147	2016-03-25 20:27:21	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8199	prod		libmicro-file	11308
11122	2016-03-25 19:50:55	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8209	prod		libmicro-file	11283
11106	2016-03-25 19:14:12	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8209	prod		libmicro-file	11267
11092	2016-03-25 18:39:08	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-file	11253
11032	2016-03-25 15:59:54	ix64ph1054	hamsta-default	x86_64	SLES-12-SP1	GM			3.12.49-11-default	1244	8116	prod		libmicro-file	11193
11291	2016-03-26 00:49:31	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-memory	11452
11270	2016-03-26 00:03:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-memory	11431
11248	2016-03-25 23:19:37	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-memory	11409
11225	2016-03-25 22:36:31	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-memory	11386
11202	2016-03-25 21:54:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-memory	11363
11178	2016-03-25 21:14:09	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8209	prod		libmicro-memory	11339
11152	2016-03-25 20:35:14	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-memory	11313
11126	2016-03-25 19:58:03	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-memory	11287
11111	2016-03-25 19:21:04	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-memory	11272
11093	2016-03-25 18:45:23	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-memory	11254
13091	2016-04-01 21:32:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13252
13084	2016-04-01 21:17:34	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13245
13076	2016-04-01 21:02:59	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13237
13068	2016-04-01 20:48:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13229
13061	2016-04-01 20:35:16	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13222
13056	2016-04-01 20:22:26	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13217
13049	2016-04-01 20:10:13	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13210
13043	2016-04-01 19:58:28	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13204
13037	2016-04-01 19:47:19	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13198
13031	2016-04-01 19:36:30	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-process	13192
11297	2016-03-26 01:04:15	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-process	11458
11278	2016-03-26 00:17:30	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-process	11439
11256	2016-03-25 23:33:01	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-process	11417
11232	2016-03-25 22:50:01	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-process	11393
11210	2016-03-25 22:07:41	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-process	11371
11188	2016-03-25 21:27:15	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-process	11349
11161	2016-03-25 20:47:34	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8209	prod		libmicro-process	11322
11133	2016-03-25 20:09:58	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-process	11294
11114	2016-03-25 19:33:03	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8209	prod		libmicro-process	11275
11099	2016-03-25 18:56:51	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-process	11260
13088	2016-04-01 21:24:36	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13249
13082	2016-04-01 21:09:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13243
13074	2016-04-01 20:55:28	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13235
13065	2016-04-01 20:41:28	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13226
13060	2016-04-01 20:28:25	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13221
13054	2016-04-01 20:15:59	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13215
13046	2016-04-01 20:04:10	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13207
13041	2016-04-01 19:52:44	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13202
13035	2016-04-01 19:42:02	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13196
13028	2016-04-01 19:31:44	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-regular	13189
11294	2016-03-26 00:55:33	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-regular	11455
11274	2016-03-26 00:09:12	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-regular	11435
11252	2016-03-25 23:25:06	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-regular	11413
11228	2016-03-25 22:42:15	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-regular	11389
11207	2016-03-25 22:00:24	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-regular	11368
11183	2016-03-25 21:19:58	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-regular	11344
11156	2016-03-25 20:40:47	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-regular	11317
11129	2016-03-25 20:03:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-regular	11290
11112	2016-03-25 19:26:46	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8199	prod		libmicro-regular	11273
11096	2016-03-25 18:51:02	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-regular	11257
13093	2016-04-01 21:40:12	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1369	9115	prod		libmicro-socket	13254
13085	2016-04-01 21:20:27	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13246
13077	2016-04-01 21:05:36	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13238
13070	2016-04-01 20:51:13	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13231
13063	2016-04-01 20:37:44	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13224
13057	2016-04-01 20:24:48	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13218
13050	2016-04-01 20:12:33	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13211
13044	2016-04-01 20:00:38	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13205
13038	2016-04-01 19:49:28	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13199
13033	2016-04-01 19:38:38	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1367	9065	prod		libmicro-socket	13194
11300	2016-03-26 01:10:30	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-socket	11461
11281	2016-03-26 00:23:55	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-socket	11442
11257	2016-03-25 23:38:57	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-socket	11418
11235	2016-03-25 22:56:06	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-socket	11396
11214	2016-03-25 22:13:54	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-socket	11375
11192	2016-03-25 21:32:53	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-socket	11353
11165	2016-03-25 20:53:15	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-socket	11326
11136	2016-03-25 20:15:34	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-socket	11297
11117	2016-03-25 19:38:31	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8201	prod		libmicro-socket	11278
11101	2016-03-25 19:02:15	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1290	8198	prod		libmicro-socket	11262
13206	2016-04-02 04:37:17	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9119	prod		lmbench-bcopy	13367
13199	2016-04-02 03:52:27	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9119	prod		lmbench-bcopy	13360
13188	2016-04-02 03:07:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9119	prod		lmbench-bcopy	13349
13179	2016-04-02 02:23:12	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9115	prod		lmbench-bcopy	13340
13168	2016-04-02 01:36:30	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9115	prod		lmbench-bcopy	13329
13155	2016-04-02 00:51:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9119	prod		lmbench-bcopy	13316
13141	2016-04-02 00:06:49	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9119	prod		lmbench-bcopy	13302
13128	2016-04-01 23:22:19	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9119	prod		lmbench-bcopy	13289
13113	2016-04-01 22:37:40	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9119	prod		lmbench-bcopy	13274
13097	2016-04-01 21:52:39	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1370	9115	prod		lmbench-bcopy	13258
11485	2016-03-26 12:34:12	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8198	prod		lmbench-bcopy	11646
11473	2016-03-26 11:42:42	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8201	prod		lmbench-bcopy	11634
11461	2016-03-26 10:52:29	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8198	prod		lmbench-bcopy	11622
11450	2016-03-26 10:01:40	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8198	prod		lmbench-bcopy	11611
11437	2016-03-26 09:11:13	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8198	prod		lmbench-bcopy	11598
11428	2016-03-26 08:20:21	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8198	prod		lmbench-bcopy	11589
11415	2016-03-26 07:29:28	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8201	prod		lmbench-bcopy	11576
11402	2016-03-26 06:38:22	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8201	prod		lmbench-bcopy	11563
11386	2016-03-26 05:47:35	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8198	prod		lmbench-bcopy	11547
11330	2016-03-26 02:33:54	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8201	prod		lmbench-bcopy	11491
11486	2016-03-26 12:40:13	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8201	prod		lmbench-ctx	11647
11475	2016-03-26 11:49:00	ix64ph1054	hamsta-default	x86_64	SLES-12-SP0	GM			3.12.55-52.42-default	1293	8198	prod		lmbench-ctx	11636
